,Review_title,Review_text,Ratings
3205,High performance value phone for the price,"Gamers will love the phone. its a gamers phone without question. I used oneplus 5 Pro for 3+ years, i still love that phone for the size and weight. it is still an amazing phone. Oneplus phones in recent years have got expensive. I found IQ to be a great value alternate, High performance value phone for the price!!<br><br>Pros -<br>-build quality is top notch. metal body.<br>-ultra fast. boots in under 15 sec.<br>-camera is great. especially portrait mode which gets a 50mm equivalent lens.<br>-can load 40 - 50 apps without worrying about performance for days. i reboot once in a 2 weeks, that too just for the heck of it, no real reasons.<br>- feels great to hold.<br>-sound is good for the size of speakers.<br>-clarity of movies and photos is good. (don't compare with Sony)<br><br>Neutral<br>-battery life is good in normal usage. I can pull thru 24 hrs at ease. Hotspot drains the battery real quick in 8 hrs.<br><br>Cons<br>-Display is good for normal usage(gaming, movies etc), but if you are buying the phone to pixel peep or you are a photographer, be warned. Display has green tint. guess need to calibrate  the display. no luck.",5.0 out of 5 stars
3206,,,
3207,Look before you Leap 🤓,"I have been using IQOO 7 LEGEND for almost a month and below is my use case scenarios and their evaluation while also comapring to its nearest competitors.<br><br>1) The design is a good one surely. The matte white back panel coupled with matte metal side frame give the IQOO 7 Legend a very premium look and feel. Overall the best design in its segment.<br><br>2) The part of phone that one mostly interacts is its screen or display. In this aspect the IQOO 7 legend is pretty good. The brightness is very good indoor and outdoor alike. The high refresh rate of AMOLED bring good color and contrast while giving a smoother experience. On the other hand the default color setting gives the display an annoying 🔵 blue tint but switching color to professional mode makes things way better. Also it does not show HDR in neither Netflix or Prime video. Overall OnePlus 9R and mi 11x pro have better displays than 7 legend.<br><br>3) The camera on this phone is pretty good as it has been burrowed from its cousin Vivo x60 pro. The daylight performance of the rear cameras is very good in daylight and descent in low light scenarios. Do have a look at the images I have attached. The only problem is with human subjects as the camera smoothens the skin excessive giving a doll like look even without any filters. Also in certain low light conditions the images are slightly yellowish. The rear camera is certainly among the BEST under 50k.<br>The front one of OnePlus 9R and Samsung S20 FE 5G is better. Overall s20 FE 5G also does the best with human subjects and portraits under 50k.<br><br>4) The video taken in 1080p in rear camera is good in well lit conditions while it does a OK job in low light. 4K videos from rear cameras are shaky and lack detail because of absence of OIS.<br>The front camera can max record at 1080p and is descent at best. Overall the s20 FE 5G and mi 11x pro give better videos.<br><br>4) The audio setup though stereo one suffers from low loudness. The sound is descent at best from speakers. The sound from headphones is very good. I prefer the speakers of 9R or s20 Fe 5G or even mi 11x pro over iqoo 7 legend.<br><br>5) With SD888 processor , UFS 3.1 storage and LPDDR5 RAM, the IQOO 7 legend looks like a BEAST on paper 📜. Yeah the horrible Funtouch OS just kills the experience . The phone freezes/ hangs in basic tasks like during a call or switching between apps quickly !!! Worse part is that to make the phone respond it again one needs to manually RESTART it ! Also there are many bloatwares like vivo app store and Jovi home that one cannot remove/uninstall. Also if you read the terms and conditions of the VIVO apps , there are a few points that raise eyebrows and appear suspicious. Also most data is stored in China so trade wisely. Overall, Samsung's One UI and OnePlus's One UI are miles ahead. While MIUI is worse than Funtouch OS, Oppo's Color OS is way better than both.<br><br>6) Battery life is OK, like 5-6 hrs of screen on time. The charging speed of IQOO 7 Legend is phenomenal as it charges 0-100 within 30 minutes, The FASTEST in the segment and even beats the 9R by 7-8 mins, Amazing !!!<br><br>If you have read till now, you must be interested in IQOO 7 LEGEND. I would agree with you that on paper the phone is a beast on paper while the real world usage leaves a lot to be desired especially in SOFTWARE front. The IQOO 7 LEGEND can be your dream phone on a budget albeit a few compromises. So fix your priorities first and then decide on whether to go for it.<br><br>Hope I was informative and helpfull and cheers 🥂 to your new phone. Peace✌️.",4.0 out of 5 stars
3208,MUST READ BEFORE YOU BUY .,"Hello guys.<br><br>Its a big review. U have to read full to get complete pros and cons .<br><br>Firstly i have been a avid used of one plus.<br><br>One plus one<br><br>One plus 3t<br><br>One plus 6t<br><br>Till here oneplus was good and never settled but then things start to change. They forgot their tagline.  ""NEVER SETTLE"" they made us settle indeed. Giving 2 versions of each mobile model 7 , 7 pro and 7t 7t pro I was confused and waiting what to buy but one plus 6t kept on better even after 2.5 years . Now i needed more performance and memory so In search of a phone which is definitely not confusing never settle one plus shifted my focus to other phones and iqoo caught my attention.<br><br>Now the review.<br><br>Body quality is good. Not sure about scoott extension protection but i saw in some reviews its equal to gorilla 5 which is on one plus 9 pro . ( Please correct me if im wrong ) and then the display is good. 120 hz is like butter smooth . It takes time to adjust to this much snoothness. After coming from a 60hz display its a major update.<br><br>Speaker being a stereo dual could have been better . A bit louder. But in earphones its super good. As i dont use phone without earphones this may not be a problem for videos . especially youtube videos are bit lesser output. Ring and music is better than video quality.<br><br>I haven't noticed any green tint or pink tint.<br><br>Then coming to gaming loads of options to make the gameplay even better. The haptic feed back is super cool. And then the cameras are good im not a pro camera enthusiast but still does a good work better than one plus 6t . Its an upgrade for me. Selfies are also good. Low light is also fine for me .<br><br>Facial unlock and indisplay finger print scanner are very fast.<br><br>Charging speed is super fast . 27 minutes is all it takes to go from 10 -95.<br><br>Easily get a screen on time of 7 hours with my usage. (Differs with ur usage ) .<br><br>Coming to Os . Here funtouch os is a bit letdown. That too coming from oneplus  oxygen OS i can feel the downgrade. Oxygen os is next to stock experience and almost zero bloat ware....here in funtouch it may be better than the other versions and might have been upgraded but tonn of bloatware which cant be uninstalled . This can be changed in next updates based on negative reviews. But its 50% to stock android .the notification bar and all are stock.<br><br>This is my personal review. And based on price i got the 12+256 at 38990 . Which is 5000 less than the original price and its a deal.<br><br>No regrets after usage of 4 days.<br><br>Except for os there is no problem and i got habituated to the os also no issues.<br><br>Thanks.",4.0 out of 5 stars
3209,Beauty Outside.. Beast Inside..,"Where do I start on this...  Let's start with Drawbacks..<br>1. Sound Quality was not that great but it's ok. None needed stereo speaker in their hands.😜<br>2. Battery could've been bigger but the way it provides the support is fine. Am getting atleast 8hrs of battery life with continuous screen on time. But in longer run I don't see that will happen.<br>3. Full brightness mode I guess none will use as 1300 nits will be too much to see in home. Why am including here is, it sometimes reduces it and enhance it. am not sure on which purpose that happens.<br>4. 120hz touch sampling is its own enemy when comes to touch. It misbehaves..<br>5. Weight is kinda annoying but I don't see other way around to handle such premium in low cost.<br>6. Headphone jack missing, and this is big drawback...<br>7. And the case they provide by default is also its own enemy.. it slips from hand like anything and makes mobile bulky as well.<br>8. Software looks bit old but am not geek..<br>9. Homescreen buttons response is not that great.. Bloat ware could've avoided as this is premium outside and garbage inside kind of feel would've Eleminated..<br>10. WiFi switched on although am on hotspot. That's kinda bug seems..<br>11. On screen thumb scanner is not that great as company or websites claimed. It's not that fast..<br><br>Now let's see the Pros.<br>1. Quality of the mobile. I mean physical appeal.<br>2. Camera is better compared to most of the rivals<br>3. Gaming is excellent<br>4. As shown in lots of videos, battery is not weak though it has only 4000 mah but has the power to sustain with heavy duty without compromising quality..<br>4. Many guys are talking about green tint, which I feel is the way they purposely designed it to differentiate from black background and icon bar. As far as I know it's not a bug nor issue. People wantedly highlighting it..<br>5. Screen On high brightness looks sexy and it can withstand few ramifications I guess.<br>6. S888 processor does heat up but every mobile has that. Apart from it, performance never compromised here.<br><br>Verdict: I see people claimed it has green tint issue. Battery draining faster than expected. Camera not working, flickering screen etc .. No these are all made up by people unless they received a bug handset these are false claims. It's an outright super or I would say superior performer 40K segment..  I only felt bad with sound and weight.. Battery no it's not an issue at all..",4.0 out of 5 stars
3210,Flagship Make-up,"Not the perfect phone, but definitely a worthy consideration given the price. The phone looks stylish than any Android phones in market. I haveen using it for more than 3 months now and I never faced the issue of lagging. The RAM space is more than adequate. The phone initially seems like a flagship killer but after long use i understand that it's only a flagship Make-up on the phone.<br><br>The cons definitely overtake the pros. First is the UI interface which is worst with lot of unintended apps and options. It's understandable for new phone in market and we are also given options to mute or delete them. Second issue is the brightness settings of phone. The screen brightness is not recommended for low light as it hurt your eyes. Next would be the poor support the UI provides even for Google apps. I see YouTube lagging, not boz of RAM but because of the poor apps support. Every video in any third party apsa lags and only the audio plays. This is the worst experience I have had with any phone I've previously owned. Last but not the least is the batter life which is worst. I've stopped playing games as the battery would die in less than a hour. With minimal usage I'm only able to push for upto 9 to 10 hours of phone usage on single charge which is worse in current standards.<br><br>Verdict. - Great phone for secondary usage (store contacts or have a second social account or if you want a feel of Android)<br>Worst phone if you want to use this for your daily usage.  Prefer Mi phones at this price point, they are much better.",4.0 out of 5 stars
3211,"A true flagship killer based on the price it comes, overall a very well balanced smart phone...","&nbsp;It's an overall good package for the price point it comes, I have 12+3gb ram and 256gb varient and it works absolutely smooth its been 22 days since i have got this phone and there are no issues so far i did not even face any green tint issue with my device,<br>There are few of the pros and cons with this device<br><br>Pros:-<br>1) Excellent performance in terms of gaming the 4D vibration present in this makes alot of difference.<br>2)amazing 300hz of touch sampling fast responce<br>3)Excellent photos and videos recording easily recordable at 4k 60fps but stability reduces at 4k 60fps<br>4)Brightness is amazing easy to use the phone even in the broad day light<br>5)Finger print sensor is very fast and accurate<br>6)Face unlock works very quick and fast<br>7)Faster responce<br>8)Fast charging it charges from 0-100 within 25minutes<br>9)There are many customizable animation  features like finger print animation etc...<br>10)pressure sensitive screen makes game much easier to play<br>11)Had  no green tiny/pink tint issues<br><br>These are some of the pros and now coming to the cons<br><br>Cons:-<br>1)Battery life is not as good as expected in very high usage like gaming and all the battery would last upto 4:30-5:00 hours max but since it has a fast charger it even charges the phone in no time from 0-100 within 25 mins<br>  In normal usage i was able to use it for one day(6-7+hours)without any problem if u game alot than you better carry your charger<br>2)Blot wares there are alot of pre installed apps which can be uninstalled but at this price i think blotwares must be removed<br>3)Speaker output is not as good as flagship phones but it an average output of the sound but in youtube it gives very less audio output<br>4)No 3.5mm jack<br>5)New updates keep slowing down the charging speed<br>6)Now recently I'm not able to use 4D vibration on cod mobile but it works perfectly well with other games<br>7)It's slightly heavy but easily manageable and will get used to it<br>8)ui must be more clear but funtouch os is also good<br>8)Phone heats up when played in extreme graphics but it does not slow down the gaming performance<br><br>These are few of the cons i have noticed so far...<br><br>This was the overall experience i have had with iqoo7 legend so far<br><br>To sum it up all to gether for this price point the specs that this phone provides is awesome and is really value for money I'm totally satisfied with this device",4.0 out of 5 stars
3212,Performance and charging speed - excellent,"The battery drains comparatively fast but yet lasts for 12 hours on a continuous usage. Charge to 100% in appx 25 mins.<br>The phone is very good performance wise, camera is adequate, though I am not much of an enthusiast.<br>Feels premium in hand,<br>Accessories not easily available.",4.0 out of 5 stars
3213,"Average phone, better to look for other options in this price range","Pretty average phone, was very excited before buying it just like you are right now while reading my review. Camera is average as you can see from the pictures I've shared. Battery backup is bad but it has fast charging so I'm fine with it. It is an overkill for gaming, better to stick with some 20-25k range phone cause this is too much power that no game will use. In short: Just buy a 20-25k phone cause all of its features are identical to that range of phone except for its processor and this snapdragon 888 is too much power that no game on phone will use, it only gives you heating and lesser battery backup.",4.0 out of 5 stars
3214,I like the phone and smart to as,I like the phone but imei number is not matching,4.0 out of 5 stars
3215,Legend as the name suggests,"If this reviews is to be divided in pros, cons and near misses<br><br>Pros:<br>1-SD888 : Absolute beast in terms of performance. You can throw any high graphic games at it and it will shine.<br>2-Funtouch OS : Very well optimised for this particular device.<br>3-Flash Charge : 66W Flash charge will get the battery from 0-100 in no time.<br>4-Future Proof : With 5G SA/NSA, the device is safe for upcoming years.<br>5-AMOLED Display : 120Hz AMOLED Display is bright enough for all your multimedia and gaming needs.<br>6-4D Haptic Feedback : No words, it should be felt ;)<br><br>Cons:<br>1-Battery Capacity : While I have no issues with battery life which gives an average SOT of 4-5 hours. 4400 mAh is less for a legend when competition have 5000 and above.<br>2-Bloatware : V-Appstore :( really, it can be annoying sometimes. While the notifications can be muted it's impossible to disable. The phone also comes with Moj and apps like that pre-installed but ofcourse they can be uninstalled.<br>3-Lack of Oleophobic Coating on Display : It's a fingerprint magnet.<br>4-Slippery Back : With or Without backcover it's slippery. You have to go for a seperate third party case.<br><br>Near Miss:<br>1-Camera : While it is best, it's not great. The main shooter does great job in ideal lighting scenarios but low light can be a bit tricky but in this price range I doubt if there is another choice this good.<br>2-No headphone jack : It's becoming a fashion to lose out on headphone jack. Could have been better if the legend had it.<br><br>Overall a best option for the 40k budget range.",4.0 out of 5 stars
3216,Very good hardware with mediocre software experience,"Review after 1 month of usage:<br>Pros:<br>1. Ultra smooth 120HZ screen.<br>2. Great battery life with fast charging. It easily gives 5hrs of screen time even while using in 120hZ mode<br>3. No heating issues as with other snapdragon 888 phones. The cooling system in this phone is excellent.<br>4. Pretty good camera system in this price range.<br>5. Nice build quality with cool looking design<br>6. Speakers are loud enough.<br>7. No issues with connectivity too.<br>Cons:<br>1. Software/UI. Coming from Oxygen OS, my software experience with this phone is not at all good. I faced some weird bugs in software after 2 weeks of purchase. Most annoying among them was the battery percentage display bug. The device's battery percentage is displayed as 1%  randomly in between while using the phone, even though the actual percentage is around 60-80. It stays at 1% for hours while using and then suddenly goes back to its actual percentage in between.<br>2. Lots of preinstalled bloatware and heavily intrusive system apps like Vivo browser etc. Third-party pre-installed apps can be uninstalled directly. But you have to use ADB to uninstall apps like the Vivo browser. Once uninstalled, the overall experience improved a lot.<br><br>Final Verdict:<br>IQOO 7 legend has one of the best hardware for a phone in this price range, but the overall software experience is not great. I hope IQOO improves on their UI in the coming years. Overall pretty good value for money phone.",4.0 out of 5 stars
3217,,,
3218,Best all-rounder in 30 to 40k range.,It's best in 30k to 40k range. I'm a long time OnePlus and Samsung user so my review is based on comparison to those two company's products.<br><br>Pros.<br>1. Very good camera compared to mi11x and OnePlus 9r.<br>2. Funtouch os is very stockish and very smooth and fluid.<br>3. Fast charging is truly blazing fast. It charges switched off phone from zero to 100 in 23 minutes. And switched on from 10 to 100 in 25 minutes.<br>4. Display with 120hz is good and plenty bright outdoors. But not as good as my previous samsung galaxy display which was QHD but 60hz.<br>5. Haptic motor hardware of this device is fantastic.<br><br>Cons.<br>1. 4000mah battery is small and battery life is average. I get 5 hour SOT on average.<br>2. There are some annoyances in funtouch os like ads and bloatware which I have removed with adb. But some things are just weird like there's vibration feedback when opening some apps or settings but not all. Some animation differences when swiping up for home fast vs slow.<br>3. Vibration feedback is not that well implemented. Though vibration motor is very good and typing on keyboard provides nice tactile feel but it's implementation throughout UI is not that great. In contrast miui has implemented vibration feedback very nicely throughout UI like when increasing volume.<br>4. I also have green tint issue for which I'm gonna have it replaced.,4.0 out of 5 stars
3219,Decent overall experience,"Out of the box i was really disappointed with the buggy and clunky os which like a fake android almost. But i got two subsequent updates including Android 12 which have made the os experience much better and more like a oneplus phone. Lot of youtubers say that bloatware can be deleted but still there is lot of stuff that we can't delete without adb tools. Apart from these minor issues, the phones working great.. camera is great and better than the one plus 7t i was using.<br><br>Edit: after a week of use i can see that the software has a lot of minor bugs.. not upto the standards of oneplus or samsung. They should just use stock Android.",4.0 out of 5 stars
3220,Battery Life Is Not Good...,All things are good.. while playing BGMI in 90fps.. its fluctuate . battery life is not so good.. u can play bgmi 2-2.5hrs continuously with 90fps ...  Earlier it took 20 min to full charge.. now it takes 45-60 min... I dont knw why ..,4.0 out of 5 stars
3221,Budget flagship with great camera,"8 months usage review:<br>Pros:<br>* Very good display. This phone has the darkest blacks which is very much appreciated when you watch in complete dark.<br>* Performance beast. So far haven't found any lag whatsoever<br>*Charges very fast - takes about 35-40 mins for a full charge<br>Amazing camera. Especially the portrait camera is too good. Although not the best camera around, the photos come out surprisingly good.<br><br>Cons:<br>* Very average battery life. With my usage and gaming it lasts 12-15 hours (90% to 20%)<br>* Camera punch hole: not the smallest punch hole compared to other phones. Also the punch hole has a silver ring around which can cause distraction sometimes.<br>* Placement of fingerprint reader. It is placed far too low. This is especially problematic when using single handed. You get used to it though but I wish they had put a little thought on this.<br>* Absence of 3.5mm jack<br><br>The screen protection is a question mark, which is not the industry top spec. Also the 120hz refresh rate is yet to impress me having come from a 60hz lcd screen.<br><br>1 month update:<br>* Found a minor bug in a game, related to touch point focus<br>* Battery lasts 1 day with heavy usage<br>* The notch still feels annoying<br><br>8 months update:<br>* The latest software update has affected the performance of auto dimming feature. Even in complete darkness it doesn't dim the screen as it used to. Couple other issues related to this.<br>* The cameras has a document scan option but didn't work well. My wife's 13k MI phone does a better job at this.",4.0 out of 5 stars
3222,"GAMING, LITTLE PHOTOGRAPHY..DOABLE.","I Got it from the prime day sale.<br>12 GB / 256 GB variant.<br>Camera - 8/10(Many features)(Added 2 photos as sample)<br>Processor - 9/10 (Its fast)<br>Battery - 7/10 ( 4000 mAh is not sufficient )<br>Features - 8/10<br>Performance - 9/10<br><br>PROS :<br>1) Fast Charging. 0-100 within 15-20 mins.<br>2) Camera has many features like long exposure, slo-mo, timelapse, double exposure, pro mode and many smart features.<br>3) Ultra Game Mode with voice changer and eSports mode and many other features.(Supports bgmi too)(90 fps is still not supported)(Probably will come in future updates)<br>4) Faced no green tint issues, touch works great.<br><br>CONS:<br>1) Battery could've been more around 5000 mAh( It drains quick in heavy usage but charges also faster.)<br>2) Camera software needs more improvement because 48 MP doesnt give the satisfaction of 48mp.<br>3) No headphone jack( Had to buy one plus type C- 3.5mm from the website )<br>4) Back cover is slippery.<br><br>Overall the phone is great but software needs a lot of work. Its gaming centric so the performance is really good. Wifi and mobile internet speeds are great. But if you are more inclined towards the camera then consider buying a dslr or iphone 11 and above.<br>But still this phone takes excellent photos if you know how to use it. Telephoto lens are also great.",4.0 out of 5 stars
3223,OnePlus6 to IQOO7 Legend,"It is been 15 days since I've moved from OnePlus 6 (3.5 years), the transition from op6 to Iqoo7 was not that great. Few basic things like file manager app was not readily available. That made me think 🤔 about funos and iqoo. (One more incident at same day I've bought this phonetook place ,my 2 year old kid put the phone into talkback mode) I literally tried every other way but unfortunately can't disable that and took the phone to nearest vivo service center to disable that. These things doesn't bring good thoughts about this phone.<br>Then slowly I've started liking this phone, 120htz refresh rates,HDR, camera's,Processor mighty 888, and the rate which I got this was all a big plus( 32k) was a big plus. I'm still getting used to fun os all in all it was a good trade off.<br>Tried gaming few occasions during my usage experience was ok, off late I'm getting good battery backup. I'll try to update this review based on my usage as well",4.0 out of 5 stars
3224,Best phone if you can live with cheap display and Funtouch OS,"After Replacement<br>Edit: Got the replacement. I had somewhat horrible experience with the original product.<br>Camera: I got mine for about 38k/-. Boy if everything works out as they were intended to, IQOO 7 Legend is undoubtedly the BEST smartphone in under 40k/- segment. I can't stress this enough. My sis uses an iPhone 12 Mini and believe me even she is annoyed at how inferior her camera performs against IQOO 7 Legend. Although that is limited to only photography. iPhone flat-out wrecks IQOO at videography though.<br>Performance: Almost flawless. Just damn fine. Keeps up with the BMW legacy.<br>OS: Funtouch OS always felt cheap, unfinished and bloated. Well it still somewhat retains the same properties. Just waiting for Origin OS, the true IQOO UI.<br>Display: This is the tricky part and IQOO certainly skipped steps here. The original product had horrendous green tint all over the display at low brightness.<br>Display(replacement): So far I think the replacement has better display with less impacting green noise. But it's definitely there.<br>Solution: Unfortunately many last gen AMOLED screens suffered through the same. Even Samsung, Apple or 1+. Luckily Devs can recalibrate their algorithms to filter out the issue mostly. Said Devs like Apple, 1+ and Samsung released some updates later which reduced the issue by a whole lot. Let's hope IQOO does the same.<br>Charging: While it's pathetic of IQOO to skimp out on that iconic 120w charger, company still managed to make 7 Legend the fastest charging smartphone of India rn. That's saying a lot.",4.0 out of 5 stars
3225,First Impression of Legend,First Impression of Legend:<br>Build quality : 4 Very much impressive. I have seen somany reviews but the onhand feeling is very different.even the BMW racing lines are designed very well. Power button color every thing looks good.<br>Display : 4.5<br>Body to screen display: 4<br>Call quality : 4<br>Speaker output : 3.5 Previously used ROG2 might be that is impacting me 😉<br>Back over quality :4<br>Back cover design :2.5 too much branding which is spoiling the look<br>Camera : 4 As this is coming with SD888 don't compare with Samsung S21 series it's double the price. At his price point we can capture good quality pics.<br>Customization: 4 there are so many customizations for every thing. But these should not impact the mobile in long run 🙏.<br>Charger : 5 this is the ultimate thing 👍. Super fast ⏩ charging.<br><br>After checking different mobiles having SD870 and 888<br>Finally I ended over Legend for the best deal. I have replaced my too old mobile and got 7k for exchange and 4k offer . I have paid nearly 32k. Even for 35K this is the best in the market. Don't go with branding. Even OnePlus started like this only. Let's hope for the best.<br>There are few unnecessary apps.<br><br>Will edit after using it for few more days.,4.0 out of 5 stars
3226,"Words from a Oneplus 5T user, ""A worthy upgrade in 2021""","&nbsp;So finally after reading reviews and watching mostly all videos about this phone I decided to go with this one. I got this phone for 42k during offer period.<br>Pros :<br>1. Phone is best in performance and refresh rate makes the display experience butter smooth.<br>2. Face unlock is snappy as soon as you get the phone in your hand it will unlock it so no delays in that.<br>3. Gaming is also smooth and I faced no lag issues or frame drops, all perfect.<br>4. Camera performance is just damn good bruh!!! It was unexpected for me to get this kind of quality.<br>5. Funtouch OS is almost a complete match to the Oxygen OS and after disabling and uninstalling the unwanted apps the User experience is great!!!<br>Cons:<br>1. Back cover provided with the phone is too slippery, so don't use it. The phone has got a good grip itself,so don't worry about it.<br>2. Fingerprint sensor is not that great, takes about twice impressions to recognize sometimes but face unlock compensates that so I don't have too much issue with that.<br>3. Green tint issue is there in my unit in lower half of the screen.<br>4. Facing heating issue while gaming and charging which is disappointing. But I have noticed that all 888 chip phones are facing this issue. So waiting for an update to get it corrected.<br>5. Battery life is average and gives almost a day backup.<br><br>All n all its a great phone in this range n with the best snapdragon chip inside. So don't think too much as no phone is perfect, you will get issue in every company's phone.",4.0 out of 5 stars
3227,"Great hardware, medicore software","The phone itself is pretty solid with a great display (despite the green tint issue which is practically present on all AMOLED high refresh rate screens). The camera, battery (despite being 4k), speakers are all pretty great too. The charging speed is phenomenal. The main problem with this is the poor software experience. It comes installed withsl some third party bloatware and a lot of system bloatware that cannot be uninstalled or disabled. The bootloader cannot be unlocked and as such you cannot use custom ROMs which is pretty sad considering Funtouch OS is as the title says medicore at best. Basic things such as notification panel have issues with quick reply (the text is always shown in capital's), the quick reply bar itself is cropped when typing a reply, there's no global heads-up toggle, the navigation gestures doesn't have a quick switch toggle. The dark mode is greyish instead of black but with black notifications so the entire panel looks inconsistent. The camera app could be smoother. Overall it's still a pretty solid device especially for the price despite all its software flaws which would hopefully be fixed by Vivo. Imo they should still let developers access and allow users to unlock BL and flash custom ROMs that itself would make this phone the best choice for everyone in the premium segment.",4.0 out of 5 stars
3228,,,
3229,Batter life is average on this phone,"I have 12gb Ram 256 gb rom model, I got this at ₹34,400 and getting a flagship device at this price is a great feeling. Let's divide review in pros and cons-<br>Pros-<br>1. Great AMOLED panel, brings out vivid colours.<br>2. Awesome network connectivity<br>3. Gaming beast- I played Battlegrounds Mobile India, Call of Duty, Asphalt 9, and other heavy graphic centric games and it performed exceptionally well. There was no fps drop while taking hot drop in pochinki, bootcamp.<br>4. Camera- It is also one of the best at this price range. You get bright images in daylight and even in artificial lighting, the doesn't disappoint. However, front camera is ok ok.<br>5. Overall a smooth experience when using this device casually.<br>Cons-<br>1. Average battery life, however 66w flash charge helps, it fully charges the phone within 35 minutes.<br>2. Lots of bloatware- I prefer you to not use apps like vivo vstore, hot apps, hot games, as they ask for lots of permission. Basically these bloatware is of no use.<br>Verdict- Overall a great package from IQOO, its definitely a flagship killer. If you are gamer, just go for it.",4.0 out of 5 stars
3230,Oaid reviews on YouTube,Many youtubers say that iqoo phines give good cameras but the cameras are pathetic. also many say that the phone is for gamers but...in real the phone gets too heated on playing BGMI,4.0 out of 5 stars
3231,A Legendary ALL Rounder,"Sharing my Review after a weeks Use :<br><br>1.Pressure Sensitive touch works like a charm ,my Kills and Game play on BGMI has increased and we are getting more chicken dinners than before ,was missing my Iphone XS which had 3D Touch but this is awesome. Would be very Happy if BGMI provides dedicated controls for pressure sensitive Touch aka 3D touch .<br><br>2.Charging speeds are insane ,0 - 100 % 20:05 mins avg .<br><br>3.Sound has Bass that packs punch ,its powerful .<br><br>4.Camera and Night Nodes performs very well under indoor conditions and low light . no Regret there ,only thing that i am missing is customizing the watermark with special characters which is not on this device as of now .Taking Pics and recording HD content does not Heat Up the phone .<br><br>5.sunlight readability is good w.r.t the DISPLAY<br><br>6.Has Google Files for safe Data storing /making this private .<br><br>Overall I say its a good purchase and would recommend to anyone who like power packed features .",4.0 out of 5 stars
3232,Great purchase,Great product from Vivo. But it used to be a gaming phone so should have some extra controls,4.0 out of 5 stars
3233,It's an overall good smartphone,It's a good device if you need it for heavy tasks like gaming and if you need to connect to work related resources.<br><br>Camera is Ok not great I have had better experience with poco x2 in this area.<br><br>Processor is absolutely great you won't have any issues running any applications.<br><br>RAM 8Gb+3Gb is quite enough for any kind of task you throw at it.<br><br>Display quality is Ok not that great as it should have been.<br><br>Please see every device has it's fair share of issues this has issues with green tint but its only visible at night in dark mode. Haven't encountered any major bugs yet OS is smooth no jitters or lags. Speakers are also good. Battery is a bit less it may or may not last a day depending on your usage I get 4.30 hours of SOT.,4.0 out of 5 stars
3234,Few hiccups But Mostly a very Good phone for Price,"When I order this phone I was sceptical about it as I have heard bad things about software in iqoo 3.<br><br>I ordered this phone during pre booking and was willing to take risk with software.<br><br>The hardware of the phone is really amazing be it the triple camera set up( without any useless 2MP sensors), inscreen Finger print scanner, fast ram and rom, clicky and tactile buttons ..in short Hardware is amazing<br>But<br>Software is where it all start to go sideways<br>It runs on funtouch OS based on Android 11.<br>Funtouch OS is full of bloatware, unnecessary double apps like Notes, browser, playstore, games and other useless apps. It constantly give you useless notification. You can uninstall many apps but there are still many apps which are backed in OS and you cant even disable them. All you can do in turnoff notification for them and force stop them and never to open them.. Rest the OS is very close to stock Android it tons of customisation options<br>If IQOO can fix this and make software bloatware free I can recommend this phone to everyone without issue",4.0 out of 5 stars
3235,AMAZING PHONE FOR GAMING,BEST FOR GAMING AND CAMERA. ONLY DRAWEBACK IS THE SHORT BATTERY LIFE. NOTHING ELSE. BUT THE 66 WATTS POWER ADAPTER WORKS REALLY FAST. IT CAN FULLY CHARGE THE DEVICE FROM 0- 100% IN LESS THAN 21 MINUTES. HATS OFF TO THE IQOO TEAM. CAN'T COMPLAIN ABOUT ANYTHING ELSE,4.0 out of 5 stars
3236,Summary review!!,1) A big mobile. If ur fan of compact phones this will feel heavy and big. But this is a beautifully executed mobile.<br>2) Excellent Haptics.<br>3) Heating issue was not as much as expected.<br>4) Excellent Speakers.<br>5) The only drawback is the UI. It feels really underdeveloped. Color os and MIUI is lot better. They should bring about more Material You elements of Android 12,4.0 out of 5 stars
3237,Legendary performance,"First of all that pearl white smooth finish and BMW track design is very attractive. 120hz fhd display is another level very good colour accuracy and low latency touch works awesome.<br>No need to say about camera simply awesome 2x zoom and potrait lens are awesome good dynamic range fair colour accuracy good image processing is simply perfect. It's 888 no need to tell performance beast. 8+3gb ram it really holds so many apps in background, at a time 2 heavy games can handle. No throttling at all, it will get little warm if you play heavy games but for 888 processer it's best heat destination. Surprisingly at charging also it's get just only little warm 35-38deg (summer) u never feel it warm at all. It's has very cool gaming mods that I don't use much . Funtouch os is ok, if origin os it's will be perfect. Battery life is very good for 4k mah full one day for mid-heavy use i got around 7hrs screen on time . The flash charging is like barry allen 0-100% just in 27min. Overall very worth for 35k.",4.0 out of 5 stars
3238,Yahh Great!,Camera performance is average.,4.0 out of 5 stars
3239,,,
3240,"Best camera ,beast processor.","Gives nice performance, zero lag except for some frame drop on 90fps gaming when heated , sure with more update and optimization this issue would be fixed and performance can be improved more",4.0 out of 5 stars
3241,"Good phones, camera lacks low light efficiency",Camera could be more better in low light as well as focusing too.,4.0 out of 5 stars
